"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"31","50956726","發現公關整合行銷有限公司","桃園市楊梅區仁美里日新街24號（2樓）","葉育成","2000000","1080702"
"32","50956731","中茗生技有限公司","桃園市桃園區莊敬里同安街576之1號6樓","楊芳閔","1000000","1080703"
"33","50956747","掬心創意股份有限公司","桃園市平鎮區高雙里高雙路48巷21號（1樓）","李正雄","200000","1080702"
"34","50956752","向禾規劃設計有限公司","桃園市中壢區龍德里龍智路11巷7號","林詩雲","1000000","1080702"
"35","50956774","葉記茶業農產有限公司","桃園市復興區三民里丸山1之4號(1樓)","葉佳宜","500000","1080702"
"36","50956789","安益輪胎有限公司","桃園市楊梅區仁美里中興路251號","王長立","3000000","1080702"
"37","50956795","芯旺科技股份有限公司","桃園市平鎮區平南里中豐路南勢二段460巷115號","曹立仁","3000000","1080702"
"38","50956802","元立地產有限公司","桃園市中壢區至善里後寮二路227巷8號五樓","許勝祺","1000000","1080702"
"39","50956818","宸緯冷氣空調有限公司","桃園市楊梅區上湖里富民街33巷159號","羅晴","500000","1080702"
"40","50956824","旭亨企業有限公司","桃園市桃園區大林里樹仁三街15巷18號(8樓)","李瑋倫","5000000","1080702"
"41","50956839","秸菓實業有限公司","桃園市桃園區中平里壽昌街26巷33號（1樓）","洪美猜","100000","1080702"
"42","50956845","洛拉國際有限公司","桃園市觀音區新坡里5鄰新生路142巷6弄5號1樓","葉秋瑤","200000","1080702"
"43","50956850","富裕達實業有限公司","桃園市中壢區興南里延平路372號6樓之3","謝佩璇","100000","1080702"
"44","50956866","安富實業有限公司","桃園市龜山區文化里文化二路133號(2樓)","楊錦成","6000000","1080703"
"45","50956872","鑑輝工業股份有限公司","桃園市桃園區福山街79巷2弄22之1號3樓","楊振鵬","2000000","1080703"
"46","50956887","樹禮有限公司","桃園市龜山區文化二路9號（1樓）","吳念純","400000","1080703"
"47","50956893","易進科技有限公司","桃園市大溪區瑞興里大鶯路1055巷40號","劉易成","3000000","1080703"
"48","50956900","荃聚資訊有限公司","桃園市中壢區新街里環北路400號16樓之1","李忠憲","500000","1080703"
"49","50956916","旺達香業股份有限公司","桃園市桃園區泰昌三街6號11樓","王志航","2600000","1080703"
"50","50956922","崑新建設有限公司","桃園市中壢區後寮里龍興路606號8樓之6","藍崑寶","1000000","1080703"
"51","50956937","博欣科技有限公司","桃園市桃園區藝文一街86-1號(17樓)","王繼威","5000000","1080703"
"52","50956943","亞至投資顧問有限公司","桃園市龜山區南上里民生北路一段532號6樓","鄭詩慧","375000","1080703"
"53","50956958","亞源投資顧問有限公司","桃園市龜山區南上里民生北路一段532號6樓","鄭國源","225000","1080703"
"54","50956964","亞鋒投資顧問有限公司","桃園市龜山區南上里民生北路一段530號6樓","鄭詩雋","375000","1080703"
"55","50956970","亞奉投資顧問有限公司","桃園市龜山區南上里民生北路一段530號6樓","洪雪娥","525000","1080703"
"56","50956985","睿陽光電股份有限公司","桃園市中壢區高鐵站前西路一段268號16樓之5","張秉衡","200000","1080703"
"57","50956991","維音有限公司","桃園市桃園區復興路457號(2樓)","陳峻男","2000000","1080704"
"58","50957008","晴安國際體育有限公司","桃園市桃園區中平里中山路683之2號","李昌榮","1000000","1080704"
"59","50957014","永巒工程技術顧問有限公司","桃園市八德區大正里正福五街56號3樓","王凱立","500000","1080704"
"60","50957020","禾邑開發石材有限公司","桃園市平鎮區新富里環南路二段265號2樓之6","劉道凡","500000","1080704"
"61","50957035","旭森精密機械有限公司","桃園市桃園區春日路1492之2號5樓","江榮梅","500000","1080704"
"62","50957041","欣創意事業有限公司","桃園市龜山區龜山里萬壽路二段942之1號（1樓）","林崇能","50000","1080704"
"63","50957056","釧銓實業有限公司","桃園市桃園區豐林里青田街220之1號三樓","鄭仙傑","6000000","1080704"
"64","50957062","仁豪股份有限公司","桃園市大溪區一心里6鄰民權東路76號","黃彥豪","30000000","1080704"
"65","50957078","武陵停車場有限公司","桃園市桃園區大同路90號6樓之9","王淑如","500000","1080704"
"66","50957083","永義昌材料有限公司","桃園市中壢區復興里文化二路268之1號11樓","王志和","1000000","1080704"
"67","50957106","永立開發工程有限公司","桃園市桃園區中正里保定三街89巷8號4樓","吳松謙","2000000","1080704"
"68","50957112","宇宸工業有限公司","桃園市桃園區西埔里富國路697號","鄭君儀","500000","1080704"
"69","50957133","沐川景觀有限公司","桃園市八德區大忠里大忠街50號","高宇威","3000000","1080704"
"70","50957149","政豐工程有限公司","桃園市桃園區永安里永安路298號3樓","游義隆","1000000","1080704"
"71","50957154","迅視開發有限公司","桃園市桃園區同德里中埔六街77號10樓","張哲豪","1000000","1080704"
"72","50957160","浩鼎開發工程有限公司","桃園市龜山區文學路252號(1樓)","李孟哲","300000","1080704"
"73","50957176","泰坦科技有限公司","桃園市桃園區愛二街46號","簡浩維","1000000","1080704"
"74","50957181","冠新不動產顧問有限公司","桃園市平鎮區廣達里廣平街52號（1樓）","梁凱萍","300000","1080704"
"75","50957197","淯鯨實業有限公司","桃園市平鎮區新興路160號7樓之1","盧昱菁","1000000","1080705"
"76","50957204","晨俽有限公司","桃園市桃園區青溪里三民路一段133號12樓","張哲綸","1000000","1080705"
"77","50957210","樂燦有限公司","桃園市中壢區永光里24鄰環西路二段300巷2之7號（1樓）","葉淑霞","600000","1080705"
"78","50957226","左外野國際影視有限公司","桃園市中壢區新街里元化路238號10樓之1","謝文憲","4500000","1080705"
"79","50957231","睿群綠能有限公司","桃園市桃園區桃鶯路380之11號11樓","許素蜜","10000000","1080705"
"80","50957247","沂涔國際有限公司","桃園市中壢區仁祥里6鄰華祥三街21巷82號","俞廷洋","100000","1080705"
"81","50957252","盛源有限公司","桃園市楊梅區金龍里文化街189巷31號4樓","邱文","500000","1080705"
"82","50957268","鍾姥爺有限公司","桃園市楊梅區楊明里金山街298巷52號(1樓)","鍾坤霖","1000000","1080705"
"83","50957274","柏悅酒業有限公司","桃園市中壢區忠孝里忠孝路246巷29弄14號(1樓)","鄭德賢","200000","1080705"
"84","50957289","源富貿易有限公司","桃園市大園區橫峰里民生南路209號","許亦長","1000000","1080708"
"85","50957295","大潮投資股份有限公司","桃園市中壢區青埔里高鐵站前西路一段212號3樓","陳滄潮","5000000","1080705"
"86","50957302","圓展整合設計股份有限公司","桃園市桃園區中華路3號16樓之12","林暉欽","25000000","1080708"
"87","50957318","泓穎企業有限公司","桃園市桃園區坤成街86號2樓","何承穎","1000000","1080708"
"88","50957324","晨欣健康管理顧問股份有限公司","桃園市蘆竹區南順四街27號11樓","陳彥菱","200000","1080708"
"89","50957339","天麒工程有限公司","桃園市平鎮區環南路18號11樓之2","陳佳曼","1000000","1080708"
"90","50957345","大雄地產有限公司","桃園市龍潭區民生路2之2號","李湘雄","100000","1080708"
"91","50957350","康宏健康顧問有限公司","桃園市桃園區豐林里南豐三街16號3樓之3","李權宸","500000","1080708"
"92","50957366","康威國際有限公司","桃園市桃園區同安里新埔六街95號23樓","邱政勳","1000000","1080708"
"93","50957372","翊維國際貿易有限公司","桃園市中壢區中原里正神路760號","許宏獎","200000","1080709"
"94","50957387","正欣開發投資股份有限公司","桃園市桃園區莊敬里中正路1458號18樓","陳廷政","5000000","1080708"
"95","50957393","喜德整合有限公司","桃園市龜山區文華里文化七路98號6樓","陳瑋珩","100000","1080709"
"96","50957400","利發窯土有限公司","桃園市桃園區中山里泰昌八街21號17樓之3","王忠儀","200000","1080709"
"97","50957416","森園有限公司","桃園市桃園區莊敬里中正路1406之2號7樓","賴秋夙","20000000","1080709"
"98","50957422","沅鑫實業有限公司","桃園市平鎮區高雙里高雙路227巷1弄21號","楊涵宇","1000000","1080709"
"99","50957437","大硯不動產開發有限公司","桃園市中壢區福州二街488號(2樓)","李大有","300000","1080709"
"100","50957458","喜樂居有限公司","桃園市龜山區龜山里萬壽路二段956號7樓、8樓","李政勳","2000000","1080709"
"101","50957464","毅酈工程有限公司","桃園市楊梅區瑞坪里蘋果路108巷5弄21號","陳韋儒","100000","1080709"
"102","50957470","任宇工業有限公司","桃園市楊梅區楊明里新農街379巷24號(2樓)","陳金土","1000000","1080709"
"103","50957485","成大金屬有限公司","桃園市新屋區東明里22之9號(1樓)","彭秀珠","1000000","1080709"
"104","50957491","大師兄百貨有限公司","桃園市楊梅區高上里高獅路813巷22弄15號","黃怡寧","500000","1080709"
"105","50957507","尼希米建設有限公司","桃園市中壢區興平里21鄰元化路二段126號10樓","周靜真","100000","1080709"
"106","50957513","璟鴻土木包工業有限公司","桃園市楊梅區梅高路10號(1樓)","李瑋倫","1500000","1080709"
"107","50957529","貝藍絲有限公司","桃園市龜山區迴龍里萬壽路一段161號15樓之3","黃凱榛","50000","1080709"
"108","50957534","寶庫建設有限公司","桃園市中壢區民權路338之17號(9樓)","莊德源","1680000","1080709"
"109","50957540","義豐消防有限公司","桃園市龍潭區中興路九龍段340巷152弄3號5樓","黃玉清","200000","1080710"
"110","50957555","亞悅地產有限公司","桃園市楊梅區楊明里中山北路一段390巷79號12樓","劉威志","500000","1080710"
"111","50957561","松冠管理顧問有限公司","桃園市桃園區博愛路44號","賴冠蓉","300000","1080711"
"112","50957577","顏陽起重工程有限公司","桃園市八德區白鷺里廣福路956號","顏瑞陽","1065000","1080710"
"113","50957582","質采有限公司","桃園市龜山區文興路41號12樓","黃寗","300000","1080710"
"114","50957598","黛薇膚生技有限公司","桃園市平鎮區雙連里民族路雙連二段118巷49弄7號(1樓)","張宜文","500000","1080710"
"115","50957605","臻宏國際股份有限公司","桃園市桃園區中正路1086號23樓","許昰韋","5300000","1080710"
"116","50957611","慎思室內設計工程有限公司","桃園市蘆竹區南興里忠孝西路61號(3樓)","林昌運","100000","1080710"
"117","50957627","墨澤文化有限公司","桃園市蘆竹區瓦窯里南山路一段55號13樓","許翔","100000","1080710"
"118","50957632","凱芙事業有限公司","桃園市中壢區新街里環北路400號10樓之3","張慶炎","1000000","1080710"
"119","50957648","研暘能源科技有限公司","桃園市龍潭區中山里北龍路59巷13弄24號（2樓）","宋旻研","10000000","1080710"
"120","50957653","緯騰科技有限公司","桃園市龍潭區烏林里工五路139巷116弄50號","孫常軒","2000000","1080710"
"121","50957675","達鑫房屋仲介有限公司","桃園市平鎮區新富里中豐路363號（1樓）","陳鵒鵬","1000000","1080710"
"122","50957680","亞靖有限公司","桃園市龜山區萬壽路二段674號1樓","林佑丞","100000","1080710"
"123","50957696","義順成開發有限公司","桃園市平鎮區平鎮里31鄰陸橋南路19巷158號","陳仁欽","500000","1080710"
"124","50957703","威銍有限公司","桃園市蘆竹區大竹里大新新五街10巷5號","廖浩銘","1500000","1080711"
"125","50957719","樂事饗宴國際餐飲事業有限公司","桃園市桃園區明德里中正路1249號13樓之2","黃淑琴","10000000","1080711"
"126","50957725","牛奶瓶股份有限公司","桃園市桃園區龍泉二街61號19樓","劉怡伶","200000","1080711"
"127","50957730","伊紅有限公司","桃園市平鎮區北富里大勇街45巷50號","楊姍燁","10000","1080711"
"128","50957746","誼丞國際有限公司","桃園市平鎮區平安里南昌街21巷18號(1樓)","劉丞芸","500000","1080711"
"129","50957751","岡泰機械有限公司","桃園市龜山區樂善里文安街30巷3號3樓","張勝勛","680000","1080711"
"130","50957767","唐群有限公司","桃園市桃園區同德里中埔六街72號(2樓)","鐘子貴","500000","1080711"
"131","50957773","佳積不動產開發有限公司","桃園市龜山區楓福里忠義路一段190號","柯昀蓁","1000000","1080711"
"132","50957788","宏昌興業有限公司","桃園市桃園區豐林里三民路三段372號1樓","李雅婷","1000000","1080711"
"133","50957794","光川食堂有限公司","桃園市蘆竹區中山里五福一路五號","李光辰","2200000","1080711"
"134","50957801","好朋友機電有限公司","桃園市中壢區復興里自強一路42之18號(4樓)","張文斌","1000000","1080711"
"135","50957817","水土不服開發顧問有限公司","桃園市蘆竹區中華街37巷22號(1樓)","邱繼祥","50000","1080711"
"136","50957823","俋狐股份有限公司","桃園市桃園區金門二街61號(1樓)","王泓人","600000","1080711"
"137","50957838","環球美學有限公司","桃園市桃園區大興西路一段198號(1樓)","張瀞文","1000000","1080711"
"138","50957859","亞憶開發實業股份有限公司","桃園市中壢區中園路198號","許文堂","100000000","1080711"
"139","50957865","唐誠有限公司","桃園市楊梅區瑞塘里瑞梅街220巷7號","唐先乙","800000","1080711"
"140","50957871","桃復密斯特有限公司","桃園市桃園區文明里復興路246號","石慧玲","100000","1080711"
"141","50957886","瘋狂家族影像製作有限公司","桃園市桃園區高鐵北路二段200號2樓","呂威聯","500000","1080711"
"142","50957892","火曜日國際企業有限公司","桃園市桃園區同安里新埔六街77號9樓之5","吳與熙","1000000","1080711"
"143","50957909","詠立地產開發有限公司","桃園市桃園區龍鳳里國豐二街90號","呂威呈","500000","1080711"
"144","50957915","精工室內裝修有限公司","桃園市龍潭區大昌路二段161之2號","許福有","600000","1080711"
"145","50957921","頤昌智能科技股份有限公司","桃園市桃園區藝文ㄧ街86之6號15樓","張博寓","5000000","1080712"
"146","50957936","芊萊科技有限公司","桃園市平鎮區湧安里工業西路36號（1樓）","彭俊杰","100000","1080712"
"147","50957942","皇霆能源科技有限公司","桃園市楊梅區永平里青山三街65巷1弄11號（1樓）","李淼湖","3000000","1080712"
"148","50957957","翔仁國際旅行社有限公司","桃園市楊梅區楊梅里大成路140號(2樓)","鄭閔仁","6000000","1080712"
"149","50957963","程翔實業有限公司","桃園市平鎮區環南路2段11號8樓之3","胡力元","1000000","1080712"
"150","50957979","弘燦科技有限公司","桃園市桃園區中正路1071號4樓之3","張高華","100000","1080712"
"151","50957984","智善投資有限公司","桃園市楊梅區金龍里文化街189巷23號(8樓)","丁慧琳","10000000","1080712"
"152","50957990","甜美蘋果國際有限公司","桃園市中壢區中華路ㄧ段735號（1樓）","廖珮如","1000000","1080712"
"153","50958007","希望創意服飾股份有限公司","桃園市中壢區永福里西園路118之1號(2樓)","吳憶琳","3000000","1080712"
"154","50958013","宏懿機電科技有限公司","桃園市八德區大宏里桃德路173號（1樓）","高誌宏","2000000","1080712"
"155","50958029","佺信科技有限公司","桃園市龜山區大華里文化七路126號5樓","洪敔帆","400000","1080712"
"156","50958034","上鉅有限公司","桃園市中壢區青峰路一段59號(3樓)","王聰賢","6000000","1080712"
"157","50958040","町聚酒業有限公司","桃園市中壢區復興里復華街225號(1樓)","鍾佑良","250000","1080712"
"158","50958055","寶億開發建設有限公司","桃園市中壢區青埔里青峰路ㄧ段61號12樓","葉梅虹","10000000","1080712"
"159","50958061","德喬建設股份有限公司","桃園市桃園區中正路1351號8樓","黃敦修","28000000","1080712"
"160","50958077","祐材科技有限公司","桃園市大園區新生街135號(2樓)","許書銓","1000000","1080712"
"161","50958082","集晟搬家貨運有限公司","桃園市楊梅區幼獅路二段289號","黃乙靖","10000000","1080715"
"162","50958098","樊朵傳播有限公司","桃園市中壢區南園二路299號9樓","梁棕杰","50000","1080715"
"163","50958105","桐羅實業有限公司","桃園市八德區大正里桃德路200巷55弄6號(2樓)","邱慧玲","1500000","1080715"
"164","50958111","秀果有限公司","桃園市蘆竹區新南路一段305巷5弄1號","李秀玫","1000058","1080715"
"165","50958127","佳全建設有限公司","桃園市平鎮區廣平街186號(1樓)","張佳羚","5000000","1080715"
"166","50958132","春禾發實業有限公司","桃園市平鎮區北勢里金陵路64號(1樓)","秦偉凱","3000000","1080715"
"167","50958148","莘莘教育有限公司","桃園市平鎮區宋屋里22鄰延平路三段104巷1弄17號(1樓)","余宗翰","1000000","1080715"
"168","50958153","勝鴻開發建設有限公司","桃園市平鎮區平鎮區平鎮里陸橋南路112號","林家慧","1000000","1080715"
"169","50958169","正琩有限公司","桃園市蘆竹區中興里14鄰中興六街1號(1樓)","洪建文","100000","1080715"
"170","50958175","芯念國際股份有限公司","桃園市大園區致善路一段92號12樓之1","王銀鳳","3000000","1080715"
"171","50958180","泉勝資訊有限公司","桃園市桃園區新埔里經國路208巷28號(6樓)","蔡秋姑","1000000","1080715"
"172","50958196","智全鼎有限公司","桃園市大園區菓林里21鄰復興街68巷35弄4號","廖偉智","100000","1080715"
"173","50958203","日暘營造有限公司","桃園市中壢區榮安一街326號14樓之9","鄧榮郎","6000000","1080715"
"174","50958219","沈城開發顧問有限公司","桃園市平鎮區延平路二段26號12樓之5","沈金城","3360000","1080715"
"175","50958225","鋐承車業有限公司","桃園市八德區大勇里介壽路一段425巷14之4號","張學承","300000","1080715"
"176","50958230","彥宇投資有限公司","桃園市中壢區新中一街53巷10弄12號","史宜芳","3000000","1080716"
"177","50958246","絲博客紡織科技有限公司","桃園市中壢區青埔里青峰路一段59號九樓","鄭博仁","1500000","1080716"
"178","50958251","昌勝資產股份有限公司","桃園市大園區和平一街15號(1樓)","陳秀惠","2000000","1080716"
"179","50958267","祥碩包裝食材有限公司","桃園市中壢區內定十街282號(1樓)","王彥淇","1000000","1080716"
"180","50958273","飛馭國際有限公司","桃園市桃園區新埔里經國路203號(1樓)","梁耀升","100000","1080716"
"181","50958288","廣聖工程有限公司","桃園市桃園區中興里民安路37巷17號(2樓)","余素玫","6000000","1080716"
"182","50958294","神華投資股份有限公司","桃園市中壢區中央里8鄰中山路88號11樓之11","吳淑敏","25149650","1080717"
"183","50958301","富迪廣告行銷有限公司","桃園市大園區文興街115號(3樓)","黃孟涵","500000","1080716"
"184","50958317","中碩環保生物科技股份有限公司","桃園市龜山區頂湖一街16號","江晏珍","50530850","1080717"
"185","50958323","魚香茄子創意有限公司","桃園市桃園區龍鳳里國強一街271號13樓之2","許勝吉","300000","1080716"
"186","50958338","陽明建築投資有限公司","桃園市桃園區大興西路2段179號(1樓)","徐明逢","10000000","1080716"
"187","50958359","易士成建設有限公司","桃園市大園區菓林里49之14號(1樓)","楊麗芬","1000000","1080716"
"188","50958365","良盛企業有限公司","桃園市中壢區龍清街163號(1樓)","尤志州","1000000","1080716"
"189","50958371","騏揚倍力國際有限公司","桃園市桃園區中正里正光路86巷18號13樓","陳秀絹","100000","1080716"
"190","50958386","青埔媽媽複合管理顧問股份有限公司","桃園市中壢區高鐵站前西路2段93號(1樓)","楊翔安","3000000","1080716"
"191","50958392","洲豐開發建設有限公司","桃園市蘆竹區福昌里南昌路230號(一樓)","藍浩樺","1000000","1080716"
"192","50958409","合嶸有限公司","桃園市中壢區長樂街84巷14號","李金華","200000","1080716"
"193","50958415","金樺投資有限公司","桃園市中壢區普仁里實踐路27號1樓","邱振熹","1000000","1080716"
"194","50958421","鐸鈿投資有限公司","桃園市中壢區實踐路27號(1樓)","邱書玫","1000000","1080716"
"195","50958436","品辰投資有限公司","桃園市桃園區同安里中正路1086號(7樓)","周辰宇","1000000","1080716"
"196","50958457","新鑫汽車材料企業有限公司","桃園市觀音區草漯里瑞祥街26號(1樓)","張翔宇","400000","1080716"
"197","50958463","佳傑人力資源管理顧問有限公司","桃園市中壢區元化路95巷11號","吳昭儒","1000000","1080717"
"198","50958479","希羅亞精準生醫股份有限公司","桃園市桃園區藝文一街86之3號(3樓)","王芷㚬","500000","1080717"
"199","50958484","永献工程有限公司","桃園市中壢區明德里惠州街61號(2樓)","劉美惠","5000000","1080717"
"200","50958490","寶磊營造有限公司","桃園市楊梅區中華路17號（1樓）","陳雅玲","3600000","1080717"
"201","50958506","富懋全球有限公司","桃園市觀音區樹林里安和街233號(1樓)","黃山鐘","2000000","1080717"
"202","50958512","三永貫工程有限公司","桃園市平鎮區雙連里民族路雙連二段113巷33弄49號（1樓）","曾慶鈺","500000","1080717"
"203","50958528","哈囉易資訊有限公司","桃園市中壢區新街里元化路275之1號(3樓)","陳彥翔","100000","1080717"
"204","50958533","祐芳有限公司","桃園市桃園區藝文一街86之6號(17樓)","鄭丞祐","1000000","1080717"
"205","50958549","吉光片羽空間設計有限公司","桃園市八德區大湳里和平路991巷58弄60之1號(1樓)","盧冠翰","100000","1080717"
"206","50958554","日安生技有限公司","桃園市蘆竹區長興里南崁路二段9號9樓之14","柯佳均","2000000","1080717"
"207","50958560","長金精密有限公司","桃園市龍潭區高平里高楊北路99號","李彩雲","1000000","1080717"
"208","50958576","大和搬家貨運有限公司","桃園市觀音區二聖路277巷13號(2樓)","許勝凱","10000000","1080717"
"209","50958581","甲鈞企業有限公司","桃園市中壢區五族二街122巷6號","姜仲澤","300000","1080717"
"210","50958597","康鉅實業有限公司","桃園市桃園區藝文一街86之3號(12樓)","梁雪雅","6000000","1080717"
"211","50958604","一極品有限公司","桃園市龜山區龜山里萬壽路二段638號（1樓）","賴冠蓉","50000","1080717"
"212","50958610","新巢室內設計有限公司","桃園市大園區北港里自立二街5號(1樓)","歐勝弘","1500000","1080717"
"213","50958626","樂卡汽車有限公司","桃園市楊梅區新農街二段206號(11樓)","苗忠芳","1000000","1080717"
"214","50958631","明皇休閒育樂有限公司","桃園市桃園區同安里中正路1066號(6樓)","李睿騏","500000","1080717"
"215","50958647","毅然文創媒體工作室有限公司","桃園市蘆竹區大興路347號(1樓)","吳添楷","50000","1080717"
"216","50958652","立堅金屬有限公司","桃園市中壢區山東里山東路510巷51號","邱浤恩","2000000","1080718"
"217","50958668","乙二有限公司","桃園市桃園區南埔里大興西路2段269號18樓之4","張偉明","100000","1080718"
"218","50958674","上三有限公司","桃園市桃園區南埔里大興西路二段269號18樓之4","張偉明","100000","1080718"
"219","50958689","德奧工藝有限公司","桃園市大溪區仁武里慈光街61巷73弄2號","黃翌翔","500000","1080718"
"220","50958695","多邦投資股份有限公司","桃園市龜山區公園路30號(12樓)","葉明彥","10000000","1080719"
"221","50958702","慶銓有限公司","桃園市平鎮區南勢里南東路52號三樓之1","羅俊焱","1000000","1080718"
"222","50958718","舜聯工程有限公司","桃園市平鎮區北貴里正義路88號(1樓)","詹雅媫","300000","1080718"
"223","50958724","崴弘企業有限公司","桃園市桃園區青溪里國光街92號5樓","邱士軒","500000","1080718"
"224","50958739","捷普投資股份有限公司","桃園市龜山區公園路30號(12樓)","葉明彥","10000000","1080718"
"225","50958745","大玩家育樂休閒有限公司","桃園市桃園區長德里力行路106號地下室一樓之3、地下室一樓之4","林保華","500000","1080718"
"226","50958750","大桃園育樂休閒有限公司","桃園市桃園區長德里力行路106號地下室一樓之1、地下室一樓之2","林保華","500000","1080718"
"227","50958766","陶陶設計有限公司","桃園市桃園區豐林里三民路三段368號4樓","許家綺","100000","1080718"
"228","50958772","丰設計空間設計有限公司","桃園市八德區興仁里豐田三路71號10樓","金豐春","200000","1080718"
"229","50958787","勝煇機械有限公司","桃園市桃園區慈文里慈光街148之5號6樓","孔勝煇","3000000","1080718"
"230","50958793","銘揚科技有限公司","桃園市楊梅區楊梅里梅高路42號（3樓）","賴整平","5000000","1080718"
"231","50958800","晴天不動產開發有限公司","桃園市中壢區幸福里福州二街488號(2樓)","宋展硯","50000","1080718"
"232","50958816","億鴻投資股份有限公司","桃園市龜山區公西里002鄰復興街177號(1樓)","林志鴻","1000000","1080718"
"233","50958822","隆富餐飲有限公司","桃園市八德區介壽路1段656號(1樓)","蔡振偉","300000","1080719"
"234","50958837","碩一空間設計有限公司","桃園市中壢區華愛街53號六樓","林彥杰","200000","1080719"
"235","50958843","連順鑫國際有限公司","桃園市中壢區龍德里龍慈路822號","陳維閔","3000000","1080719"
"236","50958858","舜岳科技有限公司","桃園市中壢區中福路2段10巷8號4樓","王藝荑","4000000","1080719"
"237","50958864","永献工程有限公司","桃園市中壢區明德里惠州街61號(2樓)","劉美惠","5000000","1080717"
"238","50958870","騰睿通訊有限公司","桃園市楊梅區自立街138號(2樓)","管俊欽","100000","1080719"
"239","50958885","橘子物業有限公司","桃園市中壢區新中北路43號（1樓）","楊子霆","300000","1080719"
"240","50958891","鴻新有限公司","桃園市蘆竹區錦興里錦明街10號","鍾國瀚","500000","1080719"
"241","50958908","享到有限公司","桃園市桃園區中山路593巷17號3樓","鄭婷玉","200000","1080719"
"242","50958914","阿郎餐飲有限公司","桃園市中壢區永光里環西路二段226巷34弄1之5號","彭成翰","5250000","1080719"
"243","50958920","家豐娛樂有限公司","桃園市中壢區環北路400號15樓之2","蕭學揚","150000","1080719"
"244","50958935","群瓏科技有限公司","桃園市八德區興仁里3鄰長興路6號(1樓)","許麗慧","1000000","1080719"
